City,All Offense Types,Crimes Against Person,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/Abduction,All Rape,Rape,Sodomy,Sexual Assault With An Object,Criminal Sexual Contact,Incest,Statutory Rape,Aggravated Assault,Simple Assault,Intimidation,"Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude",Crimes Against Property,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,False Pretenses/Swindle/Confidence Game,Credit Card/Automatic Teller Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Robbery,Pocket-picking,Purse-snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts/Accessories,All Other Larceny,Motor Vehicle Theft,Stolen Property Offenses,Crimes Against Society,Drug/Narcotic Violations,Drug Equipment Violations,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,Animal Cruelty,Missing,Unnamed: 59,Year
West Bridgewater,262,46,1.0,,,,1.0,1.0,,,,,1.0,18.0,22,3,,,187,,,12,9.0,32,1.0,1.0,23.0,6.0,7.0,,,,,1.0,,,9.0,9.0,,13.0,,48,8.0,8.0,29,23.0,,,,,,1.0,1.0,,,4.0,,,,2017
Whitman,345,100,,,,,3.0,3.0,,,1.0,,2.0,22.0,63,9,,,215,1.0,,15,5.0,68,2.0,1.0,18.0,8.0,5.0,,,,,,2.0,,13.0,8.0,,15.0,,43,5.0,6.0,30,24.0,,,,,,,,,,6.0,,,,2017
Berklee College of Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Beth Israel Deaconess Med Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Boston College(Old ORI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Boston University,620,81,,,,1.0,9.0,9.0,,,6.0,,,5.0,23,37,,,522,,,23,2.0,67,,,52.0,,,,,,,3.0,5.0,,12.0,32.0,1.0,17.0,,295,2.0,11.0,17,13.0,,,,,,,,,,4.0,,,,2017
Bunker Hill Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
"Capitol PD, Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chelsea,"2,716","1,168",3.0,1.0,,14.0,33.0,32.0,1.0,,42.0,,5.0,181.0,654,235,,,"1,401",2.0,,99,30.0,384,5.0,3.0,78.0,42.0,56.0,,,,,108.0,18.0,4.0,139.0,121.0,,117.0,43.0,57,75.0,20.0,147,82.0,2.0,,,,,7.0,14.0,,,42.0,,,,2017
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Environmental Police,71,9,,1.0,,,,,,,,,,7.0,1,,,,36,1.0,,3,1.0,13,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,5,2.0,7.0,26,6.0,,,,,,,,,,20.0,,,,2017
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Mass College of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Mass General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
MBTA - Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
MCPHS University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Northeastern U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Revere,"2,620",768,2.0,,,7.0,16.0,13.0,3.0,,14.0,,3.0,190.0,355,179,1.0,1.0,"1,727",1.0,,138,37.0,372,5.0,3.0,80.0,19.0,69.0,,,,,42.0,10.0,7.0,279.0,55.0,,70.0,12.0,391,108.0,29.0,125,87.0,,,1.0,,,6.0,5.0,1.0,,25.0,,,,2017
Roxbury Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Simmons University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Suffolk State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Suffolk State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Suffolk State Police Logan Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Suffolk State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tufts University Suffolk,2,,,,,,,,,,,,,,,,,,2,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2017
Tufts University Suffolk prior to 01/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
U-Mass Boston,69,10,,,,,1.0,,1.0,,,,,3.0,5,1,,,58,,,,2.0,27,,,,1.0,,,,,,,1.0,,1.0,8.0,,1.0,,17,,,1,1.0,,,,,,,,,,,,,,2017
Wentworth Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Wentworth Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Winthrop,424,156,,,,,1.0,,1.0,,2.0,,,32.0,86,35,,,243,,,28,5.0,74,1.0,,18.0,6.0,10.0,,1.0,,,3.0,2.0,1.0,2.0,22.0,,9.0,,48,8.0,5.0,25,18.0,,,,,,1.0,,,,6.0,,,,2017
Ashburnham,141,29,,,,,1.0,1.0,,,1.0,1.0,2.0,5.0,15,4,,,105,,,9,,30,1.0,,5.0,9.0,,,,,,1.0,,,,7.0,,16.0,,26,1.0,,7,2.0,,,,,,5.0,,,,,,,,2017
Assumption College,67,27,,,,,3.0,3.0,,,3.0,,,3.0,16,2,,,37,,,1,1.0,18,,1.0,,,,,,,,,,,2.0,7.0,,,,6,,1.0,3,3.0,,,,,,,,,,,,,,2017
Assumption College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Athol,572,173,,,,1.0,7.0,6.0,1.0,,2.0,,5.0,49.0,94,15,,,356,2.0,,51,4.0,70,5.0,,30.0,4.0,9.0,,,,,3.0,3.0,,14.0,24.0,,11.0,,113,5.0,8.0,43,31.0,,,,,,2.0,,,,10.0,,,,2017
Auburn,786,140,,,,3.0,4.0,4.0,,,3.0,,,35.0,83,12,,,588,3.0,1.0,33,18.0,92,7.0,,33.0,15.0,20.0,,,1.0,,2.0,,,92.0,5.0,,21.0,,208,15.0,22.0,58,45.0,,,1.0,,,1.0,1.0,,,10.0,,,,2017
Barre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Becker College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Berlin,86,10,,,,,,,,,,,,2.0,5,3,,,68,,,3,,5,,,3.0,6.0,2.0,,,2.0,,1.0,1.0,,9.0,5.0,,1.0,,26,4.0,,8,6.0,1.0,,,,,,,,,1.0,,,,2017
Blackstone,203,62,,,,,1.0,1.0,,,1.0,,,11.0,39,10,,,127,,,11,3.0,39,,,4.0,,3.0,,,,,2.0,,,1.0,9.0,,11.0,1.0,36,3.0,4.0,14,8.0,,,,,,4.0,,,,2.0,,,,2017
Bolton,147,23,,,,,,,,,2.0,,,5.0,12,4,,,111,,,5,3.0,22,,,10.0,8.0,30.0,,,,,1.0,,,,7.0,,,,22,3.0,,13,10.0,,,,,,2.0,,,,1.0,,,,2017
Boylston,24,2,,,,,,,,,,,,2.0,,,,,21,,,1,,5,,,,,,,,,,,,,,,,,,14,1.0,,1,1.0,,,,,,,,,,,,,,2017
Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Charlton,312,102,,,,,4.0,3.0,1.0,,,,4.0,14.0,58,22,,,194,1.0,,10,7.0,48,1.0,,17.0,5.0,13.0,,,,,2.0,,2.0,7.0,14.0,,9.0,,46,8.0,4.0,16,8.0,,,,,,2.0,,,,6.0,,,,2017
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Clinton,85,25,,,,,,,,,,,,5.0,17,3,,,55,,,5,,15,,,1.0,2.0,,,1.0,,,1.0,,,17.0,3.0,,,,7,3.0,,5,3.0,2.0,,,,,,,,,,,,,2017
Col of the Holy Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Douglas,151,59,,,,,,,,,1.0,,4.0,14.0,30,10,,,81,,,12,4.0,17,,1.0,8.0,,4.0,,,,,,,,,4.0,,,,26,2.0,3.0,11,6.0,,,,,,,,,,5.0,,,,2017
Dudley,242,121,,,,,10.0,8.0,2.0,,1.0,,7.0,24.0,63,16,,,104,,,17,1.0,28,,,6.0,1.0,1.0,,,,,3.0,1.0,,3.0,12.0,,2.0,,17,9.0,3.0,17,13.0,,,,,,1.0,,,,3.0,,,,2017
East Brookfield,60,19,,,,,2.0,2.0,,,,4.0,,2.0,11,,,,34,,,5,1.0,11,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,8,,5.0,7,5.0,2.0,,,,,,,,,,,,,2017
Fitchburg,"2,273",651,,,,8.0,45.0,29.0,16.0,,38.0,,7.0,207.0,305,40,1.0,,"1,445",7.0,,177,31.0,349,7.0,,56.0,36.0,44.0,,,1.0,,47.0,5.0,3.0,73.0,83.0,,156.0,23.0,254,58.0,35.0,177,124.0,,,,,,9.0,1.0,,,43.0,,,,2017
Fitchburg SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Fitchburg State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Gardner,"1,105",394,1.0,,,1.0,18.0,15.0,3.0,,,,10.0,73.0,247,44,,,646,5.0,,82,9.0,186,,,35.0,17.0,24.0,,,,,7.0,1.0,,48.0,50.0,,,,141,23.0,18.0,65,49.0,,,,,,1.0,,,,15.0,,,,2017
Grafton,257,87,,,,,6.0,1.0,,5.0,6.0,,3.0,14.0,39,19,,,151,,,11,7.0,31,1.0,1.0,13.0,8.0,12.0,,,9.0,,1.0,,,1.0,8.0,,12.0,,28,6.0,2.0,19,8.0,,,,,,3.0,,,,8.0,,,,2017
Hardwick,152,59,,,,,3.0,1.0,2.0,,1.0,,1.0,21.0,16,16,1.0,,81,,,9,4.0,26,,,6.0,2.0,1.0,,,1.0,,,,,,6.0,,8.0,,14,1.0,3.0,12,9.0,,,,,,,,,,3.0,,,,2017
Harvard,90,17,,,,,,,,,,,3.0,1.0,4,9,,,68,,,11,2.0,18,,,5.0,,14.0,,,,,,,,,2.0,,1.0,,14,,1.0,5,4.0,,,,,,,,,,1.0,,,,2017
Holden,179,46,,,,,,,,,,1.0,,9.0,28,8,,,123,1.0,,10,3.0,29,2.0,,10.0,7.0,7.0,,,2.0,,1.0,1.0,,3.0,11.0,,1.0,,24,4.0,7.0,10,5.0,,,,,,1.0,,,,4.0,,,,2017
Hopedale,96,32,,,,1.0,1.0,,1.0,,,,1.0,6.0,18,5,,,45,1.0,,5,,9,,,3.0,,3.0,,,1.0,1.0,,,,,6.0,,,,13,2.0,1.0,19,12.0,,,,,,2.0,1.0,,,4.0,,,,2017
Hubbardston,84,24,,,,,2.0,2.0,,,,,1.0,4.0,16,1,,,44,,,6,1.0,12,,,3.0,3.0,,,,1.0,,,1.0,,,3.0,,,,13,1.0,,16,11.0,1.0,,,,,1.0,,,,3.0,,,,2017
Lancaster,186,37,,,,,2.0,2.0,,,,1.0,4.0,7.0,20,3,,,140,,,13,3.0,42,,,18.0,5.0,10.0,,,,,1.0,,,1.0,6.0,,5.0,,32,3.0,1.0,9,6.0,,,,,,1.0,,,,2.0,,,,2017
Leicester,359,73,,,,,2.0,1.0,1.0,,1.0,,2.0,24.0,26,18,,,274,,,14,8.0,34,1.0,,17.0,5.0,12.0,,,,,2.0,1.0,2.0,84.0,19.0,,11.0,,54,5.0,5.0,12,4.0,,,,,,4.0,,,,4.0,,,,2017
Leominster,"2,602",879,2.0,,,2.0,18.0,16.0,,2.0,25.0,1.0,,197.0,448,186,,,"1,627",7.0,,121,51.0,311,8.0,2.0,109.0,48.0,51.0,,,,,20.0,5.0,4.0,277.0,53.0,1.0,148.0,7.0,327,49.0,28.0,96,67.0,1.0,,,,,7.0,,,,21.0,,,,2017
Lunenburg,347,67,,,,,5.0,5.0,,,2.0,,,20.0,31,8,1.0,,261,1.0,,38,7.0,46,,,17.0,7.0,7.0,,,4.0,,,,,36.0,2.0,,39.0,,41,9.0,7.0,19,13.0,,,,,,1.0,,,,5.0,,,,2017
MBTA - Worcester County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Mendon,134,39,,,,,1.0,1.0,,,1.0,,1.0,8.0,14,14,,,80,,,12,2.0,19,,,7.0,,2.0,,,1.0,,,,,3.0,9.0,,1.0,,18,5.0,1.0,15,14.0,,,,,,,,,,1.0,,,,2017
Milford,906,273,2.0,,,1.0,13.0,8.0,5.0,,4.0,2.0,10.0,42.0,169,29,1.0,,597,1.0,,40,12.0,131,1.0,1.0,28.0,16.0,41.0,,,,,2.0,,4.0,46.0,57.0,,22.0,,170,20.0,5.0,36,23.0,,,,,,3.0,2.0,,,8.0,,,,2017
Millbury,394,90,,,,,6.0,4.0,2.0,,1.0,,3.0,15.0,51,14,,,293,2.0,,19,5.0,44,1.0,,30.0,13.0,15.0,,,,,1.0,1.0,,60.0,14.0,,11.0,2.0,57,11.0,7.0,11,10.0,,,,,,,,,,1.0,,,,2017
Millville,42,5,,,,,1.0,1.0,,,1.0,,,,3,,,,33,,,2,,8,,,2.0,1.0,7.0,,,,,,,,1.0,1.0,,1.0,,8,1.0,1.0,4,2.0,,,,,,,,,,2.0,,,,2017
Mount Wachusett CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
New Braintree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
North Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Northborough,269,47,,,,,3.0,,,3.0,,,,,36,8,,,196,1.0,,4,,39,,,,,,,,,,1.0,,,85.0,41.0,,20.0,1.0,1,3.0,,26,15.0,,,,,,,11.0,,,,,,,2017
Northbridge,493,107,,,,,9.0,9.0,,,3.0,,8.0,29.0,52,6,,,359,,,28,14.0,74,2.0,1.0,24.0,6.0,15.0,,,1.0,,1.0,,,59.0,14.0,,14.0,,88,14.0,4.0,27,17.0,,,,,,4.0,1.0,,,5.0,,,,2017
Oakham,15,8,,,,,,,,,,,,2.0,5,1,,,6,,,1,,2,,,,1.0,,,,,,,,,,1.0,,,,1,,,1,1.0,,,,,,,,,,,,,,2017
Oxford,407,108,,,,4.0,1.0,,1.0,,2.0,,6.0,18.0,67,10,,,278,1.0,,24,7.0,71,1.0,1.0,21.0,7.0,10.0,,,,,2.0,,2.0,31.0,5.0,,10.0,1.0,78,4.0,2.0,21,14.0,,,,,,1.0,,,,6.0,,,,2017
Paxton,40,7,,,,,,,,,,,,2.0,5,,,,28,,,5,1.0,3,,,1.0,,,,,2.0,,,,,,2.0,,,1.0,10,,3.0,5,4.0,,,,,,,,,,1.0,,,,2017
Petersham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Phillipston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Princeton,44,10,,,,,,,,,,1.0,,1.0,8,,,,31,,,4,,9,,,2.0,,2.0,,,,,,,,,1.0,,,,11,1.0,1.0,3,3.0,,,,,,,,,,,,,,2017
Quinsigamond CC,38,7,,,,,,,,,2.0,,,,4,1,,,29,,,,1.0,7,,,,,1.0,,,,,,,,1.0,10.0,,,,6,1.0,2.0,2,1.0,,,,,,,,,,1.0,,,,2017
Royalston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Rutland,280,110,,1.0,,,3.0,3.0,,,5.0,,,15.0,54,32,,,151,1.0,,19,5.0,47,,,8.0,3.0,8.0,,,2.0,,,,,3.0,6.0,,10.0,,34,4.0,1.0,19,13.0,,,,,,1.0,,,,5.0,,,,2017
Shrewsbury,314,61,,,,,1.0,,,1.0,,,,5.0,49,6,,,232,,,31,4.0,31,,,4.0,3.0,,,,19.0,,2.0,,,33.0,13.0,,26.0,3.0,54,9.0,,21,18.0,2.0,,,,,,,,,1.0,,,,2017
Southborough,153,27,,,,,2.0,1.0,1.0,,,1.0,,4.0,11,9,,,118,,,16,5.0,25,1.0,,9.0,5.0,10.0,,,1.0,,1.0,2.0,,,11.0,,,,32,,,8,4.0,,,,,,1.0,1.0,,,2.0,,,,2017
Southbridge,950,317,,,,1.0,11.0,7.0,3.0,1.0,3.0,3.0,12.0,74.0,143,70,,,543,2.0,,55,12.0,141,4.0,,37.0,5.0,23.0,,,1.0,,3.0,3.0,6.0,50.0,39.0,,17.0,1.0,124,15.0,5.0,90,75.0,,,,,,6.0,1.0,,,8.0,,,,2017
Spencer,207,59,,,,,4.0,4.0,,,3.0,,,15.0,31,6,,,126,1.0,,14,3.0,36,,,,7.0,2.0,,,,,,,2.0,8.0,8.0,,7.0,,30,8.0,,22,16.0,6.0,,,,,,,,,,,,,2017
Sterling,195,35,,,,,2.0,1.0,1.0,,1.0,,1.0,7.0,18,6,,,153,2.0,,12,6.0,30,1.0,1.0,6.0,5.0,10.0,,,1.0,,,1.0,,1.0,17.0,,23.0,,30,7.0,,7,3.0,,,,,,2.0,1.0,,,1.0,,,,2017
Sturbridge,427,113,,,,1.0,2.0,2.0,,,7.0,3.0,1.0,17.0,68,14,,,253,1.0,,21,9.0,45,3.0,,18.0,12.0,16.0,,,,,2.0,2.0,2.0,30.0,15.0,,8.0,1.0,51,11.0,6.0,61,47.0,,,1.0,,,4.0,1.0,,,8.0,,,,2017
Sutton,229,52,,,,,1.0,1.0,,,2.0,1.0,1.0,8.0,26,13,,,155,1.0,,29,8.0,29,1.0,,9.0,4.0,13.0,,,1.0,,,1.0,,1.0,17.0,,,,31,8.0,2.0,22,20.0,,,,,,,,,,2.0,,,,2017
Templeton,173,46,,,,,,,,,,,6.0,9.0,27,4,,,115,,,16,3.0,41,1.0,,11.0,1.0,2.0,,,,,,,,,12.0,,9.0,,14,4.0,1.0,12,7.0,,,1.0,,,,,,,4.0,,,,2017
Tufts University Worcester,3,1,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2017
Tufts University Worcester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
U-Mass Worcester,200,100,,,,1.0,1.0,1.0,,,1.0,,,17.0,72,8,,,93,,,1,1.0,21,,,5.0,,4.0,,,,,,,,2.0,2.0,,,,54,2.0,1.0,7,6.0,,,,,,,,,,1.0,,,,2017
U-Mass Worcester MA014UM00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Upton,166,38,,,,,2.0,,2.0,,4.0,,,11.0,11,10,,,104,1.0,,8,3.0,20,2.0,,11.0,6.0,17.0,,,,,1.0,,,2.0,2.0,,3.0,,23,4.0,1.0,24,17.0,,,,,,1.0,,,,6.0,,,,2017
Uxbridge,354,126,,,,2.0,1.0,1.0,,,,,2.0,20.0,71,30,,,191,3.0,,25,1.0,44,,1.0,14.0,9.0,8.0,,,1.0,,,,1.0,19.0,12.0,,6.0,,37,9.0,1.0,37,30.0,,,,,,2.0,,,,5.0,,,,2017
Warren,197,73,,,,1.0,7.0,7.0,,,,,4.0,15.0,31,15,,,105,2.0,,15,2.0,36,,1.0,3.0,1.0,2.0,,,,,,1.0,,9.0,8.0,,,,20,4.0,1.0,19,14.0,,,,,,3.0,,,,2.0,,,,2017
Webster,952,380,,,,5.0,6.0,6.0,,,8.0,,8.0,106.0,210,37,,,518,4.0,,51,9.0,153,2.0,1.0,28.0,9.0,14.0,,,,,11.0,6.0,3.0,50.0,43.0,,11.0,1.0,94,17.0,11.0,54,45.0,1.0,,,,,1.0,,,,7.0,,,,2017
West Boylston,148,37,,,,,1.0,1.0,,,2.0,,,7.0,20,7,,,103,,,5,,29,,,6.0,2.0,3.0,,4.0,,,1.0,1.0,,11.0,5.0,,7.0,,22,5.0,2.0,8,5.0,1.0,,,,,1.0,,,,,1.0,,,2017
West Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Westborough,384,99,,,,,1.0,1.0,,,1.0,,,8.0,52,35,2.0,,276,,,17,5.0,45,,1.0,29.0,9.0,21.0,,,2.0,,1.0,,,10.0,14.0,,10.0,2.0,98,9.0,3.0,9,7.0,,,,,,1.0,,,,1.0,,,,2017
Westminster,162,35,,,,1.0,1.0,1.0,,,1.0,,2.0,18.0,6,6,,,118,,,7,1.0,21,1.0,,8.0,10.0,9.0,,,,,1.0,,,6.0,17.0,,10.0,,25,1.0,1.0,9,2.0,1.0,,,,,1.0,,,,5.0,,,,2017
Winchendon,600,248,,,,,7.0,5.0,2.0,,4.0,,5.0,24.0,145,63,,,322,2.0,,16,1.0,83,2.0,2.0,23.0,6.0,19.0,,,,,2.0,1.0,,6.0,58.0,,16.0,1.0,74,9.0,1.0,30,18.0,,,,,,4.0,,,,8.0,,,,2017
Worcester,"11,561","3,518",5.0,,,55.0,57.0,51.0,6.0,,51.0,,7.0,979.0,"1,758",604,2.0,,"7,309",7.0,,919,145.0,"1,478",59.0,8.0,378.0,389.0,8.0,,2.0,227.0,10.0,325.0,2.0,,808.0,364.0,2.0,693.0,212.0,791,400.0,82.0,734,549.0,,,,,,3.0,34.0,2.0,,141.0,5.0,,,2017
Worcester Polytechnic In,99,4,,,,1.0,1.0,1.0,,,,,,1.0,1,,,,95,,,1,,23,,,8.0,,,,,,,2.0,,,,15.0,,2.0,,43,,1.0,,,,,,,,,,,,,,,,2017
Worcester State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Worcester State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Worcester State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Worcester State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Worcester State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
MSCPA Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Suffolk University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jurisdiction by Geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Barnstable,"2,252",684,1.0,,,5.0,16.0,16.0,,,23.0,1.0,5.0,168,389,76,,,"1,308",2.0,,136,50.0,249,8.0,1.0,115.0,49.0,20.0,,1.0,4.0,,15.0,,2.0,166.0,126.0,1.0,94,16.0,186,25.0,42.0,260,204.0,,,,,,7.0,3.0,,,46.0,,,,2016
Barnstable State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Barnstable State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Bourne,889,208,,,,,4.0,4.0,,,5.0,,,39,122,38,,,567,1.0,,84,17.0,176,3.0,1.0,32.0,18.0,33.0,,,,,6.0,1.0,2.0,40.0,15.0,,9,,100,15.0,14.0,114,102.0,,,,,,1.0,,,,11.0,,,,2016
Brewster,233,48,,,,2.0,2.0,1.0,1.0,,1.0,,1.0,15,19,8,,,169,1.0,,27,7.0,36,,,14.0,5.0,3.0,,,,,,,,4.0,21.0,,,,49,1.0,1.0,16,9.0,,,,,,2.0,,,,5.0,,,,2016
Cape Cod Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Chatham,182,44,,,,,2.0,,2.0,,,2.0,,4,32,4,,,131,,,15,5.0,31,,,9.0,2.0,4.0,,,,,1.0,,1.0,12.0,7.0,,2,,41,1.0,,7,6.0,,,,,,,,,,1.0,,,,2016
Dennis,765,189,,,,,10.0,7.0,2.0,1.0,3.0,2.0,1.0,47,105,21,,,525,,,77,9.0,92,1.0,,32.0,5.0,11.0,,,,,1.0,1.0,3.0,18.0,48.0,,55,,152,16.0,4.0,51,42.0,,,,,,2.0,1.0,1.0,,5.0,,,,2016
